age,marital_status,relationship,sex,capital_gain,capital_loss,hours_per_week,income,workclass_grouped,education_grouped,occupation_grouped
38,Separated,Unmarried,Male,0,0,50,<=50K,Private,Some College,Blue-Collar
33,Married-civ-spouse,Husband,Male,0,0,50,>50K,Self-Employed,Some College,White-Collar
39,Married-civ-spouse,Wife,Female,0,0,40,>50K,Private,High School,Blue-Collar
39,Married-civ-spouse,Husband,Male,15024,0,60,>50K,Self-Employed,Advanced,White-Collar
33,Never-married,Own-child,Female,0,0,40,<=50K,Government,Some College,White-Collar
59,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
41,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Some College,Blue-Collar
51,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,Dropout,Blue-Collar
44,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
29,Never-married,Own-child,Male,0,0,48,<=50K,Private,Dropout,Blue-Collar
41,Married-civ-spouse,Husband,Male,0,0,36,<=50K,Private,Dropout,Blue-Collar
17,Never-married,Own-child,Male,0,0,20,<=50K,Private,Dropout,Sales
36,Never-married,Own-child,Male,0,0,40,<=50K,Government,Some College,White-Collar
57,Married-civ-spouse,Husband,Male,0,0,15,<=50K,Self-Employed,Dropout,Sales
20,Never-married,Own-child,Male,0,0,30,<=50K,Private,High School,Service
19,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
25,Never-married,Own-child,Female,0,0,40,<=50K,Private,Some College,Support
37,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Private,Some College,White-Collar
21,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,Service
33,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,Dropout,Service
33,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Advanced,White-Collar
52,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
41,Never-married,Own-child,Female,0,0,40,<=50K,Private,High School,Sales
30,Never-married,Not-in-family,Female,0,0,35,<=50K,Private,Bachelors,Support
64,Widowed,Not-in-family,Female,0,0,60,<=50K,Self-Employed,Some College,White-Collar
58,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Some College,White-Collar
56,Married-civ-spouse,Wife,Female,0,0,4,<=50K,Private,High School,Sales
30,Never-married,Not-in-family,Male,0,0,52,<=50K,Private,Some College,White-Collar
49,Never-married,Not-in-family,Female,0,0,44,<=50K,Private,High School,White-Collar
22,Never-married,Own-child,Female,0,0,40,<=50K,Private,High School,White-Collar
41,Divorced,Not-in-family,Male,0,0,50,<=50K,Self-Employed,Bachelors,White-Collar
20,Never-married,Own-child,Female,0,0,35,<=50K,Private,High School,Blue-Collar
39,Never-married,Not-in-family,Female,0,0,43,<=50K,Private,High School,Blue-Collar
27,Never-married,Not-in-family,Male,0,0,32,<=50K,Private,Some College,Sales
22,Never-married,Not-in-family,Male,0,0,44,<=50K,Private,Some College,Blue-Collar
26,Married-spouse-absent,Unmarried,Female,0,0,40,<=50K,Private,High School,White-Collar
50,Married-civ-spouse,Husband,Male,0,0,48,>50K,Private,High School,Blue-Collar
26,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
33,Never-married,Own-child,Male,0,0,43,<=50K,Private,High School,Blue-Collar
30,Never-married,Not-in-family,Male,0,0,45,>50K,Private,Advanced,White-Collar
61,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
32,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
43,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
28,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
30,Divorced,Unmarried,Female,0,0,24,<=50K,Private,Some College,White-Collar
90,Married-civ-spouse,Husband,Male,20051,0,45,>50K,Self-Employed,Advanced,White-Collar
21,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Some College,Sales
38,Divorced,Not-in-family,Male,0,0,75,<=50K,Government,Some College,Service
45,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
43,Married-civ-spouse,Husband,Male,0,0,44,<=50K,Private,High School,Blue-Collar
21,Never-married,Own-child,Male,0,0,30,<=50K,Private,Some College,Blue-Collar
23,Never-married,Own-child,Male,0,0,30,<=50K,Private,Some College,Blue-Collar
60,Widowed,Not-in-family,Female,0,0,40,<=50K,Private,Dropout,Sales
48,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
56,Widowed,Not-in-family,Female,0,0,44,<=50K,Private,High School,Sales
32,Separated,Not-in-family,Male,0,0,50,<=50K,Self-Employed,High School,Sales
30,Divorced,Own-child,Female,0,1762,40,<=50K,Private,Some College,White-Collar
45,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
51,Divorced,Unmarried,Female,0,0,45,<=50K,Private,High School,Sales
31,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Some College,Support
17,Never-married,Own-child,Male,0,0,8,<=50K,Private,Dropout,Sales
50,Married-civ-spouse,Husband,Male,0,0,52,<=50K,Government,High School,White-Collar
42,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Bachelors,White-Collar
31,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,White-Collar
36,Married-civ-spouse,Wife,Female,0,1848,40,>50K,Private,Some College,White-Collar
29,Never-married,Own-child,Male,0,0,40,<=50K,Private,Bachelors,White-Collar
22,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Some College,White-Collar
23,Married-civ-spouse,Own-child,Female,2105,0,40,<=50K,Private,High School,Blue-Collar
34,Married-civ-spouse,Husband,Male,7298,0,40,>50K,Private,Some College,White-Collar
31,Never-married,Not-in-family,Female,0,0,40,<=50K,Government,Bachelors,White-Collar
48,Divorced,Unmarried,Female,0,0,30,<=50K,Private,High School,Sales
42,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Bachelors,White-Collar
42,Married-civ-spouse,Husband,Male,0,0,48,<=50K,Self-Employed,High School,Sales
17,Never-married,Own-child,Male,0,0,10,<=50K,Private,Dropout,Service
46,Married-civ-spouse,Husband,Male,0,0,45,<=50K,Private,Dropout,Blue-Collar
44,Married-civ-spouse,Wife,Female,0,0,40,>50K,Self-Employed,High School,White-Collar
44,Divorced,Not-in-family,Female,0,0,48,<=50K,Private,High School,Blue-Collar
30,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Sales
44,Married-civ-spouse,Husband,Male,0,1977,50,>50K,Private,Some College,White-Collar
56,Widowed,Not-in-family,Female,0,1974,40,<=50K,Private,High School,Sales
27,Never-married,Own-child,Male,0,0,50,<=50K,Private,Bachelors,Support
35,Married-civ-spouse,Husband,Male,0,0,99,>50K,Private,Some College,White-Collar
37,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
42,Married-civ-spouse,Husband,Male,0,0,70,>50K,Private,Bachelors,Sales
24,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Bachelors,White-Collar
19,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Some College,Service
36,Married-civ-spouse,Husband,Male,0,0,25,<=50K,Private,High School,Blue-Collar
34,Divorced,Not-in-family,Male,0,0,42,<=50K,Private,High School,White-Collar
51,Married-civ-spouse,Husband,Male,5013,0,40,<=50K,Private,Some College,Blue-Collar
36,Never-married,Unmarried,Female,0,0,23,<=50K,Government,Dropout,Service
32,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
48,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Government,High School,Blue-Collar
22,Never-married,Not-in-family,Male,0,0,60,<=50K,Private,High School,Sales
35,Never-married,Not-in-family,Male,0,0,38,<=50K,Private,Some College,White-Collar
20,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Sales
21,Never-married,Other-relative,Female,0,0,19,<=50K,Private,High School,Sales
59,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Bachelors,White-Collar
38,Married-civ-spouse,Wife,Female,0,0,20,>50K,Government,Bachelors,White-Collar
57,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
50,Never-married,Own-child,Female,0,0,40,<=50K,Government,High School,White-Collar
44,Married-civ-spouse,Husband,Male,0,0,20,<=50K,Private,Dropout,Blue-Collar
31,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
46,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
22,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,White-Collar
56,Married-civ-spouse,Husband,Male,0,0,48,>50K,Private,High School,Blue-Collar
29,Never-married,Not-in-family,Male,0,0,40,>50K,Self-Employed,Bachelors,Sales
57,Married-civ-spouse,Husband,Male,0,1887,40,>50K,Private,High School,Blue-Collar
24,Married-civ-spouse,Husband,Male,0,0,65,<=50K,Private,Some College,Blue-Collar
24,Never-married,Own-child,Female,0,0,50,<=50K,Private,Bachelors,Sales
23,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Dropout,Blue-Collar
71,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
38,Never-married,Not-in-family,Female,0,0,50,<=50K,Self-Employed,High School,White-Collar
34,Never-married,Not-in-family,Male,99999,0,50,>50K,Private,Bachelors,Sales
41,Married-civ-spouse,Husband,Male,0,1977,50,>50K,Private,High School,Blue-Collar
62,Married-civ-spouse,Husband,Male,20051,0,72,>50K,Self-Employed,High School,White-Collar
45,Divorced,Own-child,Male,0,0,45,<=50K,Private,Some College,Sales
43,Divorced,Unmarried,Female,0,0,30,<=50K,Self-Employed,Advanced,Service
31,Never-married,Unmarried,Male,14344,0,40,>50K,Private,High School,Blue-Collar
31,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
47,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
24,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Private,High School,White-Collar
36,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
28,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
45,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,Advanced,Sales
48,Divorced,Not-in-family,Female,0,0,35,<=50K,Private,High School,White-Collar
24,Never-married,Own-child,Male,0,0,40,>50K,Private,Dropout,White-Collar
39,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Private,High School,White-Collar
21,Never-married,Unmarried,Male,0,0,40,<=50K,Private,Some College,Sales
49,Never-married,Not-in-family,Male,99999,0,70,>50K,Self-Employed,Advanced,White-Collar
51,Married-civ-spouse,Wife,Female,0,0,20,<=50K,Private,High School,White-Collar
37,Married-civ-spouse,Husband,Male,0,0,99,>50K,Private,Bachelors,White-Collar
35,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Bachelors,White-Collar
32,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,White-Collar
37,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,Some College,Support
22,Never-married,Not-in-family,Female,0,0,35,<=50K,Private,Some College,Blue-Collar
50,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,High School,Blue-Collar
62,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,Advanced,White-Collar
41,Married-civ-spouse,Husband,Male,7688,0,40,>50K,Private,High School,Blue-Collar
38,Never-married,Not-in-family,Male,0,0,40,<=50K,Government,Some College,White-Collar
46,Never-married,Own-child,Male,0,0,30,<=50K,Private,Dropout,Blue-Collar
22,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
27,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
18,Never-married,Own-child,Male,0,0,16,<=50K,Private,Dropout,Sales
63,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Self-Employed,High School,Blue-Collar
46,Married-civ-spouse,Husband,Male,15024,0,45,>50K,Private,Advanced,White-Collar
26,Married-civ-spouse,Husband,Male,0,0,45,<=50K,Private,High School,Blue-Collar
28,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Government,Bachelors,Service
33,Married-civ-spouse,Own-child,Female,0,0,25,<=50K,Private,High School,Service
46,Married-civ-spouse,Husband,Male,0,2415,55,>50K,Private,Advanced,White-Collar
54,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,High School,White-Collar
37,Divorced,Not-in-family,Female,0,0,50,<=50K,Government,Bachelors,White-Collar
58,Married-civ-spouse,Husband,Male,0,0,38,>50K,Private,High School,Blue-Collar
31,Divorced,Other-relative,Female,0,0,40,<=50K,Private,Dropout,Sales
35,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
24,Never-married,Not-in-family,Female,0,0,30,<=50K,Private,Dropout,Blue-Collar
46,Married-civ-spouse,Husband,Male,0,2042,50,<=50K,Private,Some College,Sales
30,Never-married,Not-in-family,Male,4416,0,40,<=50K,Private,Some College,White-Collar
55,Widowed,Unmarried,Female,0,0,30,<=50K,Private,High School,Service
61,Married-civ-spouse,Husband,Male,0,0,10,<=50K,Private,Bachelors,Blue-Collar
52,Divorced,Not-in-family,Female,0,0,36,<=50K,Private,Some College,Support
42,Never-married,Not-in-family,Male,0,0,44,<=50K,Private,Some College,Blue-Collar
27,Divorced,Not-in-family,Male,0,0,50,<=50K,Private,High School,Blue-Collar
73,Married-civ-spouse,Husband,Male,0,0,15,<=50K,Private,Bachelors,White-Collar
38,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,High School,White-Collar
47,Divorced,Not-in-family,Female,0,0,40,<=50K,Government,High School,White-Collar
26,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Bachelors,White-Collar
25,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Some College,Service
38,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
37,Never-married,Unmarried,Female,3887,0,40,<=50K,Private,High School,Blue-Collar
43,Married-civ-spouse,Husband,Male,0,0,60,>50K,Self-Employed,Bachelors,Sales
44,Divorced,Not-in-family,Female,0,1590,40,<=50K,Government,Some College,White-Collar
20,Never-married,Own-child,Male,0,0,16,<=50K,Private,Some College,White-Collar
42,Married-civ-spouse,Husband,Male,0,1902,50,>50K,Private,Advanced,White-Collar
26,Separated,Other-relative,Male,0,0,30,<=50K,Private,Some College,Sales
42,Married-civ-spouse,Husband,Male,99999,0,50,>50K,Self-Employed,Advanced,White-Collar
36,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
33,Married-civ-spouse,Husband,Male,0,0,45,<=50K,Private,Some College,Blue-Collar
53,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
58,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
47,Divorced,Unmarried,Female,0,0,60,<=50K,Private,High School,Blue-Collar
42,Married-civ-spouse,Husband,Male,0,0,32,<=50K,Private,Some College,Blue-Collar
43,Never-married,Own-child,Female,0,0,44,<=50K,Self-Employed,Dropout,Sales
28,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Private,Advanced,White-Collar
29,Divorced,Unmarried,Female,0,0,25,<=50K,Private,High School,Sales
53,Married-civ-spouse,Husband,Male,0,0,45,<=50K,Self-Employed,Some College,Blue-Collar
34,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,Support
24,Never-married,Other-relative,Male,0,0,20,<=50K,Private,High School,Blue-Collar
32,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,High School,White-Collar
47,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,Bachelors,White-Collar
42,Married-civ-spouse,Husband,Male,15024,0,40,>50K,Self-Employed,Advanced,White-Collar
51,Married-civ-spouse,Wife,Female,0,0,20,>50K,Private,Some College,White-Collar
56,Divorced,Not-in-family,Female,0,1669,38,<=50K,Government,Advanced,White-Collar
69,Widowed,Unmarried,Female,0,0,20,<=50K,Private,High School,White-Collar
50,Widowed,Unmarried,Female,0,0,40,<=50K,Private,High School,Blue-Collar
17,Never-married,Own-child,Female,0,0,18,<=50K,Private,Dropout,Service
50,Divorced,Not-in-family,Male,0,0,40,<=50K,Self-Employed,Some College,Service
41,Married-civ-spouse,Husband,Male,99999,0,60,>50K,Self-Employed,Advanced,White-Collar
39,Never-married,Not-in-family,Male,0,0,35,<=50K,Private,High School,Support
19,Never-married,Not-in-family,Male,0,0,30,<=50K,Private,Some College,Blue-Collar
41,Divorced,Not-in-family,Female,0,0,45,>50K,Private,Bachelors,White-Collar
53,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,Some College,Sales
23,Never-married,Own-child,Male,0,0,60,<=50K,Private,Some College,Service
35,Divorced,Not-in-family,Male,0,0,50,<=50K,Private,High School,White-Collar
46,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Some College,White-Collar
57,Widowed,Not-in-family,Female,0,0,40,<=50K,Private,High School,White-Collar
23,Never-married,Own-child,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
51,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Private,Some College,Blue-Collar
90,Never-married,Own-child,Male,0,0,10,<=50K,Private,Some College,Service
24,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Private,High School,Blue-Collar
35,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
62,Married-civ-spouse,Husband,Male,0,0,2,>50K,Private,Advanced,White-Collar
20,Never-married,Own-child,Male,0,0,40,<=50K,Government,Some College,Blue-Collar
74,Widowed,Not-in-family,Female,0,0,12,<=50K,Self-Employed,Some College,Service
51,Married-civ-spouse,Husband,Male,0,0,70,<=50K,Government,High School,Service
30,Never-married,Unmarried,Female,0,0,40,<=50K,Private,Some College,White-Collar
20,Never-married,Other-relative,Female,0,0,35,<=50K,Private,High School,Sales
50,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,Some College,Service
24,Married-civ-spouse,Husband,Male,0,0,65,<=50K,Private,High School,Blue-Collar
30,Divorced,Unmarried,Female,0,0,40,<=50K,Government,High School,White-Collar
38,Divorced,Not-in-family,Male,0,0,50,<=50K,Self-Employed,High School,Blue-Collar
54,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,High School,White-Collar
38,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Bachelors,Sales
56,Married-civ-spouse,Husband,Male,0,2002,40,<=50K,Private,Dropout,Blue-Collar
43,Never-married,Unmarried,Female,0,0,40,<=50K,Private,Dropout,Blue-Collar
64,Widowed,Not-in-family,Female,0,0,35,<=50K,Private,Some College,Support
52,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Some College,Service
26,Never-married,Own-child,Female,0,0,40,<=50K,Private,Some College,Blue-Collar
81,Married-civ-spouse,Husband,Male,0,2377,26,>50K,Private,High School,White-Collar
52,Married-civ-spouse,Husband,Male,0,0,60,>50K,Private,High School,Blue-Collar
36,Married-civ-spouse,Wife,Female,7298,0,32,>50K,Private,Some College,Service
35,Married-civ-spouse,Husband,Male,5013,0,40,<=50K,Private,Bachelors,White-Collar
37,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Self-Employed,Some College,White-Collar
42,Married-civ-spouse,Husband,Male,2885,0,30,<=50K,Self-Employed,Some College,White-Collar
23,Never-married,Not-in-family,Male,0,0,30,<=50K,Private,Bachelors,White-Collar
34,Married-civ-spouse,Husband,Male,0,0,52,<=50K,Government,Some College,Blue-Collar
50,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,Dropout,White-Collar
48,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,Advanced,White-Collar
29,Never-married,Unmarried,Male,0,0,40,<=50K,Government,Dropout,Blue-Collar
77,Married-civ-spouse,Husband,Male,0,0,8,>50K,Unemployed,Advanced,Blue-Collar
43,Married-civ-spouse,Husband,Male,0,0,30,<=50K,Private,Some College,White-Collar
60,Married-civ-spouse,Husband,Male,0,0,32,>50K,Private,Some College,Blue-Collar
45,Divorced,Not-in-family,Female,0,0,35,<=50K,Government,Advanced,White-Collar
39,Divorced,Not-in-family,Female,3325,0,40,<=50K,Self-Employed,Some College,Service
